Folder_name,N_NODES,K_NEIGHBOR,MEMORY_SIZE,CONFIDENCE,CONFIDENCE_THR,FILTER,ONE_SHOT,INITIAL_THR,UPDATE_THR,K,ITERATION,N_TRAIN,N_TRAIN_USED,N_TEST,N_TEST_USED,original,accuracy_scores,accuracy_coordinates_test,accuracy_coordinates_centroids,accuracy_coordinates_normalization_test,accuracy_coordinates_normalization_centroids
log_1_1_40_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,1,40,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.818181818,0.785714286,0.785714286
log_1_1_80_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,1,80,0,0,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.785714286,0.772727273,0.772727273
log_1_1_80_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.785714286,0.772727273,0.772727273
log_1_1_80_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.785714286,0.772727273,0.772727273
log_1_1_80_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.805194805,0.805194805
log_1_1_80_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.772727273,0.772727273
log_1_1_80_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.785714286,0.811688312,0.811688312
log_1_1_80_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,1,80,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.792207792,0.792207792,0.805194805,0.805194805
log_1_2_10_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,10,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_10_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,10,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.779220779,0.805194805
log_1_2_160_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,160,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_1_2_160_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[76.62],0.766233766,0.766233766,0.772727273,0.792207792,0.772727273
log_1_2_160_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[76.62],0.766233766,0.766233766,0.779220779,0.779220779,0.772727273
log_1_2_160_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.772727273,0.766233766
log_1_2_160_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,160,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.779220779,0.753246753,0.772727273
log_1_2_20_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,20,0,0,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.779220779,0.746753247,0.772727273
log_1_2_20_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.792207792,0.798701299,0.753246753,0.75974026
log_1_2_20_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.792207792,0.798701299,0.753246753,0.75974026
log_1_2_20_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,20,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[80.52],0.805194805,0.805194805,0.792207792,0.75974026,0.75974026
log_1_2_320_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,320,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.766233766,0.779220779,0.766233766
log_1_2_320_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[76.62],0.766233766,0.766233766,0.766233766,0.792207792,0.772727273
log_1_2_320_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[76.62],0.766233766,0.766233766,0.766233766,0.766233766,0.779220779
log_1_2_320_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.766233766,0.779220779,0.772727273
log_1_2_320_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,320,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.772727273,0.798701299,0.779220779
log_1_2_40_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,40,0,0,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.772727273,0.785714286
log_1_2_40_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[81.17],0.811688312,0.811688312,0.798701299,0.779220779,0.792207792
log_1_2_40_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[81.17],0.811688312,0.811688312,0.798701299,0.785714286,0.772727273
log_1_2_40_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,40,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.818181818,0.792207792,0.798701299,0.766233766
log_1_2_80_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,2,80,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.792207792,0.811688312,0.792207792
log_1_2_80_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.798701299,0.811688312,0.805194805
log_1_2_80_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.811688312,0.811688312,0.798701299
log_1_2_80_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.811688312,0.785714286
log_1_2_80_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[78.57],0.785714286,0.785714286,0.798701299,0.805194805,0.792207792
log_1_2_80_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,2,80,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.805194805,0.792207792,0.792207792
log_1_3_10_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,3,10,0,0,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_10_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,3,10,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[79.22],0.792207792,0.785714286,0.785714286,0.785714286,0.785714286
log_1_3_160_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,3,160,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.753246753,0.753246753,0.772727273,0.792207792
log_1_3_160_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.779220779,0.779220779,0.772727273,0.792207792
log_1_3_160_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.798701299,0.798701299,0.772727273,0.785714286
log_1_3_160_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.772727273,0.772727273,0.75974026,0.772727273
log_1_3_160_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,3,160,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[77.92],0.779220779,0.75974026,0.75974026,0.733766234,0.753246753
log_1_3_20_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,3,20,0,0,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[81.82],0.818181818,0.733766234,0.733766234,0.74025974,0.746753247
log_1_3_20_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[81.17],0.811688312,0.75974026,0.753246753,0.714285714,0.733766234
log_1_3_20_1_0.8_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.8,CONF,1,0,0,2,50,614,614,154,154,[81.17],0.811688312,0.75974026,0.753246753,0.714285714,0.733766234
log_1_3_20_1_0.9_CONF_1_0_0_2_50_614_614_154_154,1,3,20,1,0.9,CONF,1,0,0,2,50,614,614,154,154,[82.47],0.824675325,0.746753247,0.746753247,0.74025974,0.746753247
log_1_3_320_0_0.0_CONF_1_0_0_2_50_614_614_154_154,1,3,320,0,0,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.01_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.01,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.05_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.05,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.1_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.1,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.2_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.2,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.3_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.3,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.4_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.4,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.5_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.5,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.772727273,0.772727273,0.798701299,0.798701299
log_1_3_320_1_0.6_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.6,CONF,1,0,0,2,50,614,614,154,154,[76.62],0.766233766,0.772727273,0.772727273,0.798701299,0.792207792
log_1_3_320_1_0.7_CONF_1_0_0_2_50_614_614_154_154,1,3,320,1,0.7,CONF,1,0,0,2,50,614,614,154,154,[77.27],0.772727273,0.75974026,0.75974026,0.779220779,0.779220779
